id,name,state,user_difined,user_id,create_date,modify_date,status,user_defined
152958,Real,1175,,,,,1,0
152959,Riba-roja de Túria,1175,,,,,1,0
152960,Rotglà i Corberà,1175,,,,,1,0
152961,Sagunto/Sagunt,1175,,,,,1,0
152962,Salem,1175,,,,,1,0
152963,Sant Joanet,1175,,,,,1,0
152964,Teresa de Cofrentes,1175,,,,,1,0
152965,Torrebaja,1175,,,,,1,0
152966,Torres Torres,1175,,,,,1,0
152967,Yesa La,1175,,,,,1,0
152968,Gátova,1175,,,,,1,0
152969,San Antonio de Benagéber,1175,,,,,1,0
152970,Benicull de Xúquer,1175,,,,,1,0
152971,Caravaca de la Cruz,1176,,,,,1,0
152972,Fuente Álamo de Murcia,1176,,,,,1,0
152973,Torres de Cotillas Las,1176,,,,,1,0
152974,Unión La,1176,,,,,1,0
152975,Villanueva del Río Segura,1176,,,,,1,0
152976,Alcázares Los,1176,,,,,1,0
152977,Alija del Infantado,1200,,,,,1,0
152978,Antigua La,1200,,,,,1,0
152979,Bañeza La,1200,,,,,1,0
152980,Barrios de Luna Los,1200,,,,,1,0
152981,Burgo Ranero El,1200,,,,,1,0
152982,Cabañas Raras,1200,,,,,1,0
152983,Carrizo,1200,,,,,1,0
152984,Castrotierra de Valmadrigal,1200,,,,,1,0
152985,Cea,1200,,,,,1,0
152986,Ercina La,1200,,,,,1,0
152987,Lucillo,1200,,,,,1,0
152988,Matanza,1200,,,,,1,0
152989,Noceda del Bierzo,1200,,,,,1,0
152990,Omañas Las,1200,,,,,1,0
152991,Pola de Gordón La,1200,,,,,1,0
152992,Riello,1200,,,,,1,0
152993,Rioseco de Tapia,1200,,,,,1,0
152994,Robla La,1200,,,,,1,0
152995,Santovenia de la Valdoncina,1200,,,,,1,0
152996,Valdelugueros,1200,,,,,1,0
152997,Vecilla La,1200,,,,,1,0
152998,Vegas del Condado,1200,,,,,1,0
152999,Toral de los Vados,1200,,,,,1,0
153000,Villaornate y Castro,1200,,,,,1,0
153001,Abárzuza/Abartzuza,1204,,,,,1,0
153002,Abaurregaina/Abaurrea Alta,1204,,,,,1,0
153003,Abaurrepea/Abaurrea Baja,1204,,,,,1,0
153004,Aberin,1204,,,,,1,0
153005,Ablitas,1204,,,,,1,0
153006,Aibar/Oibar,1204,,,,,1,0
153007,Altsasu/Alsasua,1204,,,,,1,0
153008,Allín/Allin,1204,,,,,1,0
153009,Améscoa Baja,1204,,,,,1,0
153010,Ancín/Antzin,1204,,,,,1,0
153011,Ansoáin/Antsoain,1204,,,,,1,0
153012,Anue,1204,,,,,1,0
153013,Aoiz/Agoitz,1204,,,,,1,0
153014,Araitz,1204,,,,,1,0
153015,Aranarache/Aranaratxe,1204,,,,,1,0
153016,Arantza,1204,,,,,1,0
153017,Aranguren,1204,,,,,1,0
153018,Arakil,1204,,,,,1,0
153019,Arce/Artzi,1204,,,,,1,0
153020,Arcos Los,1204,,,,,1,0
153021,Aribe,1204,,,,,1,0
153022,Atez,1204,,,,,1,0
153023,Ayegui/Aiegi,1204,,,,,1,0
153024,Barbarin,1204,,,,,1,0
153025,Basaburua,1204,,,,,1,0
153026,Baztan,1204,,,,,1,0
153027,Bertizarana,1204,,,,,1,0
153028,Biurrun-Olcoz,1204,,,,,1,0
153029,Auritz/Burguete,1204,,,,,1,0
153030,Burgui/Burgi,1204,,,,,1,0
153031,Burlada/Burlata,1204,,,,,1,0
153032,Busto El,1204,,,,,1,0
153033,Cabanillas,1204,,,,,1,0
153034,Ziordia,1204,,,,,1,0
153035,Cirauqui/Zirauki,1204,,,,,1,0
153036,Ciriza/Ziritza,1204,,,,,1,0
153037,Cizur,1204,,,,,1,0
153038,Cortes,1204,,,,,1,0
153039,Donamaria,1204,,,,,1,0
153040,Etxalar,1204,,,,,1,0
153041,Etxarri-Aranatz,1204,,,,,1,0
153042,Etxauri,1204,,,,,1,0
153043,Egüés,1204,,,,,1,0
153044,Noáin (Valle de Elorz)/Noain (Elortzibar),1204,,,,,1,0
153045,Enériz/Eneritz,1204,,,,,1,0
153046,Eratsun,1204,,,,,1,0
153047,Ergoiena,1204,,,,,1,0
153048,Erro,1204,,,,,1,0
153049,Ezcároz/Ezkaroze,1204,,,,,1,0
153050,Esparza de Salazar/Espartza Zaraitzu,1204,,,,,1,0
153051,Esteribar,1204,,,,,1,0
153052,Ezcabarte,1204,,,,,1,0
153053,Ezkurra,1204,,,,,1,0
153054,Ezprogui,1204,,,,,1,0
153055,Gallipienzo/Galipentzu,1204,,,,,1,0
153056,Gallués/Galoze,1204,,,,,1,0
153057,Garaioa,1204,,,,,1,0
153058,Güesa/Gorza,1204,,,,,1,0
153059,Guesálaz/Gesalatz,1204,,,,,1,0
153060,Huarte/Uharte,1204,,,,,1,0
153061,Uharte-Arakil,1204,,,,,1,0
153062,Ibargoiti,1204,,,,,1,0
153063,Imotz,1204,,,,,1,0
153064,Isaba/Izaba,1204,,,,,1,0
153065,Iza/Itza,1204,,,,,1,0
153066,Izagaondoa,1204,,,,,1,0
153067,Izalzu/Itzaltzu,1204,,,,,1,0
153068,Jaurrieta,1204,,,,,1,0
153069,Juslapeña,1204,,,,,1,0
153070,Beintza-Labaien,1204,,,,,1,0
153071,Lakuntza,1204,,,,,1,0
153072,Lana,1204,,,,,1,0
153073,Lantz,1204,,,,,1,0
153074,Larraun,1204,,,,,1,0
153075,Leitza,1204,,,,,1,0
153076,Leoz/Leotz,1204,,,,,1,0
153077,Lesaka,1204,,,,,1,0
153078,Lizoáin-Arriasgoiti,1204,,,,,1,0
153079,Lónguida/Longida,1204,,,,,1,0
153080,Luquin,1204,,,,,1,0
153081,Mendaza,1204,,,,,1,0
153082,Monreal/Elo,1204,,,,,1,0
153083,Monteagudo,1204,,,,,1,0
153084,Mues,1204,,,,,1,0
153085,Murillo el Cuende,1204,,,,,1,0
153086,Navascués/Nabaskoze,1204,,,,,1,0
153087,Ochagavía/Otsagabia,1204,,,,,1,0
153088,Odieta,1204,,,,,1,0
153089,Oitz,1204,,,,,1,0
153090,Olaibar,1204,,,,,1,0
153091,Olazti/Olazagutía,1204,,,,,1,0
153092,Olite/Erriberri,1204,,,,,1,0
153093,Olóriz/Oloritz,1204,,,,,1,0
153094,Cendea de Olza/Oltza Zendea,1204,,,,,1,0
153095,Ollo,1204,,,,,1,0
153096,Orbaizeta,1204,,,,,1,0
153097,Oronz/Orontze,1204,,,,,1,0
153098,Oroz-Betelu/Orotz-Betelu,1204,,,,,1,0
153099,Pamplona/Iruña,1204,,,,,1,0
153100,Peralta/Azkoien,1204,,,,,1,0
153101,Puente la Reina/Gares,1204,,,,,1,0
153102,Romanzado,1204,,,,,1,0
153103,Roncal/Erronkari,1204,,,,,1,0
153104,Orreaga/Roncesvalles,1204,,,,,1,0
153105,Salinas de Oro/Jaitz,1204,,,,,1,0
153106,Doneztebe/Santesteban,1204,,,,,1,0
153107,Sarriés/Sartze,1204,,,,,1,0
153108,Sunbilla,1204,,,,,1,0
153109,Tiebas-Muruarte de Reta,1204,,,,,1,0
153110,Torralba del Río,1204,,,,,1,0
153111,Ucar,1204,,,,,1,0
153112,Ultzama,1204,,,,,1,0
153113,Unciti,1204,,,,,1,0
153114,Unzué/Untzue,1204,,,,,1,0
153115,Urdazubi/Urdax,1204,,,,,1,0
153116,Urdiain,1204,,,,,1,0
153117,Urraul Alto,1204,,,,,1,0
153118,Urraul Bajo,1204,,,,,1,0
153119,Urroz-Villa,1204,,,,,1,0
153120,Urrotz,1204,,,,,1,0
153121,Urzainqui/Urzainki,1204,,,,,1,0
153122,Uztárroz/Uztarroze,1204,,,,,1,0
153123,Luzaide/Valcarlos,1204,,,,,1,0
153124,Viana,1204,,,,,1,0
153125,Vidángoz/Bidankoze,1204,,,,,1,0
153126,Bidaurreta,1204,,,,,1,0
153127,Hiriberri/Villanueva de Aezkoa,1204,,,,,1,0
153128,Villava/Atarrabia,1204,,,,,1,0
153129,Valle de Yerri/Deierri,1204,,,,,1,0
153130,Zabalza/Zabaltza,1204,,,,,1,0
153131,Berrioplano/Berriobeiti,1204,,,,,1,0
153132,Irurtzun,1204,,,,,1,0
153133,Zizur Mayor/Zizur Nagusia,1204,,,,,1,0
153134,Lekunberri,1204,,,,,1,0
153135,Aisa,1177,,,,,1,0
153136,Alcampell,1177,,,,,1,0
153137,Almunia de San Juan,1177,,,,,1,0
153138,Altorricón,1177,,,,,1,0
153139,Arén,1177,,,,,1,0
153140,Azanuy-Alins,1177,,,,,1,0
153141,Baldellou,1177,,,,,1,0
153142,Benabarre,1177,,,,,1,0
153143,Biescas,1177,,,,,1,0
153144,Blecua y Torres,1177,,,,,1,0
153145,Caldearenas,1177,,,,,1,0
153146,Campo,1177,,,,,1,0
153147,Canal de Berdún,1177,,,,,1,0
153148,Castillonroy,1177,,,,,1,0
153149,Estopiñán del Castillo,1177,,,,,1,0
153150,Fanlo,1177,,,,,1,0
153151,Foradada del Toscar,1177,,,,,1,0
153152,Fueva La,1177,,,,,1,0
153153,Grado El,1177,,,,,1,0
153154,Isábena,1177,,,,,1,0
153155,Lascellas-Ponzano,1177,,,,,1,0
153156,Monesma y Cajigar,1177,,,,,1,0
153157,Monflorite-Lascasas,1177,,,,,1,0
153158,Montanuy,1177,,,,,1,0
153159,Olvena,1177,,,,,1,0
153160,Osso de Cinca,1177,,,,,1,0
153161,Panticosa,1177,,,,,1,0
153162,Peñas de Riglos Las,1177,,,,,1,0
153163,Peralta de Alcofea,1177,,,,,1,0
153164,Peralta de Calasanz,1177,,,,,1,0
153165,Perarrúa,1177,,,,,1,0
153166,Puebla de Castro La,1177,,,,,1,0
153167,Puente de Montañana,1177,,,,,1,0
153168,Pueyo de Araguás El,1177,,,,,1,0
153169,San Esteban de Litera,1177,,,,,1,0
153170,San Juan de Plan,1177,,,,,1,0
153171,Santa Cilia,1177,,,,,1,0
153172,Santaliestra y San Quílez,1177,,,,,1,0
153173,Sena,1177,,,,,1,0
153174,Sopeira,1177,,,,,1,0
153175,Tamarite de Litera,1177,,,,,1,0
153176,Tella-Sin,1177,,,,,1,0
153177,Tolva,1177,,,,,1,0
153178,Torla,1177,,,,,1,0
153179,Torre la Ribera,1177,,,,,1,0
153180,Torrente de Cinca,1177,,,,,1,0
153181,Valle de Bardají,1177,,,,,1,0
153182,Valle de Lierp,1177,,,,,1,0
153183,Velilla de Cinca,1177,,,,,1,0
153184,Beranuy,1177,,,,,1,0
153185,Viacamp y Litera,1177,,,,,1,0
153186,Vicién,1177,,,,,1,0
153187,Villanova,1177,,,,,1,0
153188,Valle de Hecho,1177,,,,,1,0
153189,San Miguel del Cinca,1177,,,,,1,0
153190,Sotonera La,1177,,,,,1,0
153191,Lupiñén-Ortilla,1177,,,,,1,0
153192,Santa María de Dulcis,1177,,,,,1,0
153193,Aínsa-Sobrarbe,1177,,,,,1,0
153194,Hoz y Costean,1177,,,,,1,0
153195,Vencillón,1177,,,,,1,0
153196,Betancuria,1185,,,,,1,0
153197,Oliva La,1185,,,,,1,0
153198,Palmas de Gran Canaria Las,1185,,,,,1,0
153199,Aldea de San Nicolás La,1185,,,,,1,0
153200,Santa Lucía de Tirajana,1185,,,,,1,0
153201,Santa María de Guía de Gran Canaria,1185,,,,,1,0
153202,Adamiyah,3959,,,,,1,0
153203,Al Adel,3959,,,,,1,0
153204,Al Baladiyat,3959,,,,,1,0
153205,Al Jamaa,3959,,,,,1,0
153206,Al Saadoon Park,3959,,,,,1,0
153207,Al Salhiah,3959,,,,,1,0
153208,Al Za'franiya,3959,,,,,1,0
153209,Al-Ubaidi,3959,,,,,1,0
153210,Al-Wahda,3959,,,,,1,0
153211,Ameria,3959,,,,,1,0
153212,Amil District,3959,,,,,1,0
153213,Amin,3959,,,,,1,0
153214,Arasat AlHindiya,3959,,,,,1,0
153215,At Taifiya,3959,,,,,1,0
153216,Bab Al Moatham,3959,,,,,1,0
153217,Bab Al Sharqi,3959,,,,,1,0
153218,Baghdad Al Jadeeda,3959,,,,,1,0
153219,Baijai,3959,,,,,1,0
153220,Bataween,3959,,,,,1,0
153221,Bayaa,3959,,,,,1,0
153222,Binouk,3959,,,,,1,0
153223,Bo'aitha,3959,,,,,1,0
153224,Camp Sarah,3959,,,,,1,0
153225,Daoudi,3959,,,,,1,0
153226,Dora,3959,,,,,1,0
153227,Ghadeer,3959,,,,,1,0
153228,Ghazaliya,3959,,,,,1,0
153229,Gherai'at,3959,,,,,1,0
153230,Green Zone,3959,,,,,1,0
153231,Habibiya,3959,,,,,1,0
153232,Harthiya,3959,,,,,1,0
153233,Hurriya,3959,,,,,1,0
153234,Iskan,3959,,,,,1,0
153235,Jadriyah,3959,,,,,1,0
153236,Jamila,3959,,,,,1,0
153237,Jihad,3959,,,,,1,0
153238,Kadhimiya,3959,,,,,1,0
153239,Kamaliyah,3959,,,,,1,0
153240,Karada,3959,,,,,1,0
153241,Khadra,3959,,,,,1,0
153242,Mansour,3959,,,,,1,0
153243,Mashtal,3959,,,,,1,0
153244,Mustansiriya,3959,,,,,1,0
153245,Qadisiyah,3959,,,,,1,0
153246,Sadr City,3959,,,,,1,0
153247,Saidiya,3959,,,,,1,0
153248,Sha'ab,3959,,,,,1,0
153249,Sheik Maaruf,3959,,,,,1,0
153250,Shorjah,3959,,,,,1,0
153251,Suleikh,3959,,,,,1,0
153252,Ur District,3959,,,,,1,0
153253,Wazireya,3959,,,,,1,0
153254,Yarmouk,3959,,,,,1,0
153255,Ziyouna,3959,,,,,1,0
153256,Baguirmi Department,5114,,,,,1,0
153257,Bousso,5114,,,,,1,0
153258,Chari Department,5114,,,,,1,0
153259,Dababa,5114,,,,,1,0
153260,Gaoui,5114,,,,,1,0
153261,Linia,5114,,,,,1,0
153262,Mandjafa,5114,,,,,1,0
153263,Massenya,5114,,,,,1,0
153264,N'Djamena,3586,,,,,1,0
153265,Azmour,5116,,,,,1,0
153266,Beni Khalled,5116,,,,,1,0
153267,Bou Argoub,5116,,,,,1,0
153268,Béni Khiar,5116,,,,,1,0
153269,Dar Chaabane,5116,,,,,1,0
153270,El Haouaria,5116,,,,,1,0
153271,El Maâmoura,5116,,,,,1,0
153272,El Mida,5116,,,,,1,0
153273,El Mrezga,5116,,,,,1,0
153274,Grombalia,5116,,,,,1,0
153275,Hammamet,5116,,,,,1,0
153276,Kelibia,5116,,,,,1,0
153277,Korba,5116,,,,,1,0
153278,Korbous,5116,,,,,1,0
153279,Menzel Bouzelfa,5116,,,,,1,0
153280,Menzel Horr,5116,,,,,1,0
153281,Menzel Temime,5116,,,,,1,0
153282,Nabeul,5116,,,,,1,0
153283,Soliman,5116,,,,,1,0
153284,Takelsa,5116,,,,,1,0
153285,Tazerka,5116,,,,,1,0
153286,Zaouiet Djedidi,5116,,,,,1,0
153287,Zriba,5116,,,,,1,0
153288,Hillsborough,1417,,,,,1,0
153289,Montgomery,1417,,,,,1,0
153290,Aimala,1506,,,,,1,0
153291,Aitoo,1506,,,,,1,0
153292,Akaa,1506,,,,,1,0
153293,Amuri,1506,,,,,1,0
153294,Haihara,1506,,,,,1,0
153295,Hallila,1506,,,,,1,0
153296,Hervanta,1506,,,,,1,0
153297,Hämeenkyrö,1506,,,,,1,0
153298,Ikaalinen,1506,,,,,1,0
153299,Juupajoki,1506,,,,,1,0
153300,Kangasala,1506,,,,,1,0
153301,Kihniö,1506,,,,,1,0
153302,Kiikka,1506,,,,,1,0
153303,Kiikoinen,1506,,,,,1,0
153304,Kolho,1506,,,,,1,0
153305,Kuhmalahti,1506,,,,,1,0
153306,Kuru,1506,,,,,1,0
153307,Kylmäkoski,1506,,,,,1,0
153308,Lempäälä,1506,,,,,1,0
153309,Lentävänniemi,1506,,,,,1,0
153310,Lielahti,1506,,,,,1,0
153311,Luopioinen,1506,,,,,1,0
153312,Längelmäki,1506,,,,,1,0
153313,Messukylä,1506,,,,,1,0
153314,Mouhijärvi,1506,,,,,1,0
153315,Mänttä,1506,,,,,1,0
153316,Naistenmatka,1506,,,,,1,0
153317,Nekala,1506,,,,,1,0
153318,Nokia,1506,,,,,1,0
153319,Nurmi,1506,,,,,1,0
153320,Nuutajärvi,1506,,,,,1,0
153321,Orivesi,1506,,,,,1,0
153322,Osara,1506,,,,,1,0
153323,Parkano,1506,,,,,1,0
153324,Pirkkala,1506,,,,,1,0
153325,Pispala,1506,,,,,1,0
153326,Pohjaslahti,1506,,,,,1,0
153327,Punkalaidun,1506,,,,,1,0
153328,Pälkäne,1506,,,,,1,0
153329,Ruovesi,1506,,,,,1,0
153330,Sahalahti,1506,,,,,1,0
153331,Sastamala,1506,,,,,1,0
153332,Suodenniemi,1506,,,,,1,0
153333,Suoniemi,1506,,,,,1,0
153334,Sääksmäki,1506,,,,,1,0
153335,Tampere,1506,,,,,1,0
153336,Teisko,1506,,,,,1,0
153337,Toijala,1506,,,,,1,0
153338,Tottijärvi,1506,,,,,1,0
153339,Urjala,1506,,,,,1,0
153340,Valkeakoski,1506,,,,,1,0
153341,Vammala,1506,,,,,1,0
153342,Vesilahti,1506,,,,,1,0
153343,Viiala,1506,,,,,1,0
153344,Viljakkala,1506,,,,,1,0
153345,Vilppula,1506,,,,,1,0
153346,Virrat,1506,,,,,1,0
153347,Vuores,1506,,,,,1,0
153348,Ylöjärvi,1506,,,,,1,0
153349,Äetsä,1506,,,,,1,0
153350,Adra,4853,,,,,1,0
153351,San Fernando de Apure,4856,,,,,1,0
153352,Karesi,2175,,,,,1,0
153353,Merkez,2168,,,,,1,0
153354,Alacakaya,2159,,,,,1,0
153355,Derecik,2190,,,,,1,0
153356,Samanda?,2211,,,,,1,0
153357,Aral?k,2166,,,,,1,0
153358,Çaml?hem?in,2219,,,,,1,0
153359,Derepazar?,2219,,,,,1,0
153360,Ayanc?k,4854,,,,,1,0
153361,Tu?ba,2152,,,,,1,0
153362,Bamburu,293,,,,,1,0
153363,Gwarinpa,293,,,,,1,0
153364,Gwagwalada,293,,,,,1,0
153365,Maitama,293,,,,,1,0
153366,Garki,293,,,,,1,0
153367,Asokoro,293,,,,,1,0
153368,Karu,293,,,,,1,0
153369,Kubwa,293,,,,,1,0
153370,Kurunduma,293,,,,,1,0
153371,Jikwoyi,293,,,,,1,0
153372,Zuba,293,,,,,1,0
153373,Wuse,293,,,,,1,0
153374,Manzanillo,3472,,,,,1,0
153375,Thibar,2572,,,,,1,0
153376,Téboursouk,2572,,,,,1,0
153377,Amdoun,2572,,,,,1,0
153378,Raoued,2550,,,,,1,0
153379,Sidi Thabet,2550,,,,,1,0
153380,La Soukra,2550,,,,,1,0
153381,Ettadhamen-Mnihla,2550,,,,,1,0
153382,Mnihla,2550,,,,,1,0
153383,Case Noyale,3259,,,,,1,0
153384,Chamarel,3259,,,,,1,0
153385,Black River,3259,,,,,1,0
153387,La Gaulette,3259,,,,,1,0
153388,Le Morne,3259,,,,,1,0
153389,Richelieu,3259,,,,,1,0
153391,Mare D'Albert,3264,,,,,1,0
153392,Mare Tabac,3264,,,,,1,0
153393,Vieux Grand Port,3264,,,,,1,0
153394,Riviere Des Creoles,3264,,,,,1,0
153396,Trois Boutiques,3264,,,,,1,0
153397,Union Park,3264,,,,,1,0
153398,Petit Bel Air,3264,,,,,1,0
153399,Camp Carol,3264,,,,,1,0
153400,Grand Bel Air,3264,,,,,1,0
153401,Seizieme Mille,3264,,,,,1,0
153402,Baie Du Cap,3257,,,,,1,0
153403,Bois Cheri,3257,,,,,1,0
153405,Rivière Du Poste,3257,,,,,1,0
153406,Bel Ombre,3257,,,,,1,0
153407,Benares,3257,,,,,1,0
153408,Britannia,3257,,,,,1,0
153409,L'Escalier,3257,,,,,1,0
153410,St Aubin,3257,,,,,1,0
153411,La Flora,3257,,,,,1,0
153413,D'Epinay,3250,,,,,1,0
153415,Ville Bague,3250,,,,,1,0
153416,Tombeau Bay,3250,,,,,1,0
153417,Trou Aux Biches,3250,,,,,1,0
153418,Pointe aux Sables,3260,,,,,1,0
153419,Bell Village,3260,,,,,1,0
153420,Les Pailles,3260,,,,,1,0
153421,Tour Koenig,3260,,,,,1,0
153422,Soreze,3260,,,,,1,0
153423,Caudan Waterfront,3260,,,,,1,0
153424,Les Salines,3260,,,,,1,0
153425,Tranquebar,3260,,,,,1,0
153426,Plaine Verte,3260,,,,,1,0
153427,Vallee Pitot,3260,,,,,1,0
153428,China Town,3260,,,,,1,0
153429,Vallée des Prêtres,3260,,,,,1,0
153431,Poudre D'Or,3261,,,,,1,0
153432,Poudre D'Or Hamlet,3261,,,,,1,0
153434,Amitié Gokoola,3261,,,,,1,0
153436,Bel Air,3254,,,,,1,0
153437,Camp De Masque Pave,3254,,,,,1,0
153441,Medine Camp De Masque,3254,,,,,1,0
153442,Trou D'Eau Douce,3254,,,,,1,0
153443,Bramsthan,3254,,,,,1,0
153444,Grande Retraite,3254,,,,,1,0
153445,Saint Julien D'Hotman,3253,,,,,1,0
153447,L'Esperance,3253,,,,,1,0
153448,L'Avenir,3253,,,,,1,0
153449,La Laura-Malenga,3253,,,,,1,0
153450,Montagne Blanche,3253,,,,,1,0
153451,Nouvelle Découverte,3253,,,,,1,0
153452,Ripailles,3253,,,,,1,0
153453,Rose Hill,3263,,,,,1,0
153454,Beau Bassin,3263,,,,,1,0
153455,Floreal,3263,,,,,1,0
153456,Eau Coulee,3263,,,,,1,0
153457,Forest Side,3263,,,,,1,0
153459,Marine Parade,4651,,,,,1,0
153460,Tanjong Pagar,4651,,,,,1,0
153461,Novena,4651,,,,,1,0
153462,Bukit Timah,4651,,,,,1,0
153463,Geylang,4651,,,,,1,0
153464,Orchard Road,4651,,,,,1,0
153465,Rochor,4651,,,,,1,0
153466,Downtown Core,4651,,,,,1,0
153467,Kallang,4651,,,,,1,0
153468,Outram,4651,,,,,1,0
153469,Toa Payoh,4651,,,,,1,0
153470,Yishun,4653,,,,,1,0
153471,Sengkang,4649,,,,,1,0
153472,Hougang,4649,,,,,1,0
153473,Serangoon,4649,,,,,1,0
153474,Punggol,4649,,,,,1,0
153475,Ang Mo Kio,4649,,,,,1,0
153476,Sembawang,4653,,,,,1,0
153477,Tampines,4650,,,,,1,0
153478,Bedok,4650,,,,,1,0
153479,Pasir Ris,4650,,,,,1,0
153480,Jurong West,4652,,,,,1,0
153481,Bukit Batok,4652,,,,,1,0
153482,Bukit Panjang,4652,,,,,1,0
153483,Central,4889,,,,,1,0
153484,Admiralty,4889,,,,,1,0
153485,Wan Chai,4890,,,,,1,0
153486,Causeway Bay,4890,,,,,1,0
153487,Tsim Sha Tsui,4893,,,,,1,0
153488,Mong Kok,4893,,,,,1,0
153489,Sha Tin,4901,,,,,1,0
153490,Tsuen Wan,4884,,,,,1,0
153491,"\""Tuen Mun	\""",4884,,,,,1,0
153492,Yuen Long,4883,,,,,1,0
153493,Sai Kung,4887,,,,,1,0
153494,Ma On Shan,4901,,,,,1,0
153495,Tai Po,4885,,,,,1,0
153496,Stanley,4892,,,,,1,0
153497,Sheung Shui,4900,,,,,1,0
153498,Tseung Kwan O,4887,,,,,1,0
153499,Sha Tin Wai,4901,,,,,1,0
153500,Kowloon Tong,4895,,,,,1,0
153501,Cheung Sha Wan,4894,,,,,1,0
153502,Lai Chi Kok,4894,,,,,1,0
153503,Wong Tai Sin,4896,,,,,1,0
153504,Lam Tin,4897,,,,,1,0
153505,Kwun Tong,4897,,,,,1,0
153506,Aberdeen,4892,,,,,1,0
153507,Stanley Peninsula,4892,,,,,1,0
153508,Tai O,4888,,,,,1,0
153509,Tai Mei Tuk,4885,,,,,1,0
153510,Warwick,4870,,,,,1,0
153511,Southampton,4869,,,,,1,0
153512,Flatts,4868,,,,,1,0
153513,Somerset,4867,,,,,1,0
153514,St. George's,4866,,,,,1,0
153515,Hamilton,4861,,,,,1,0
153516,Paget,4863,,,,,1,0
153517,Tucker’s Town,4866,,,,,1,0
153518,Devonshire,4860,,,,,1,0
153519,Dantewada,4040,,,,,1,0
153520,Exeter,866,,,,,1,0
153522,Chandel,4010,,,,,1,0
153523,Kangpokpi,4010,,,,,1,0
153524,Tengnoupal,4010,,,,,1,0
153525,Pherzawl,4010,,,,,1,0
153526,Kamjong,4010,,,,,1,0
153527,Jiribam,4010,,,,,1,0
153528,Noney,4010,,,,,1,0
153529,Mariehamn,1509,,,,,1,0
153530,Jomala,1509,,,,,1,0
153531,Finström,1509,,,,,1,0
153532,Lemland,1509,,,,,1,0
153533,Saltvik,1509,,,,,1,0
153534,Sund,1509,,,,,1,0
153535,Hammarland,1509,,,,,1,0
153536,Eckerö,1509,,,,,1,0
153537,Föglö,1509,,,,,1,0
153538,Geta,1509,,,,,1,0
153539,Brändö,1509,,,,,1,0
153540,Kumlinge,1509,,,,,1,0
153541,Heraklion,2109,,,,,1,0
153542,Santa Cruz de Tenerife,5222,,,,,1,0
153543,Las Palmas de Gran Canaria,5222,,,,,1,0
153544,Arrecife,5222,,,,,1,0
153545,Puerto del Rosario,5222,,,,,1,0
153546,Santa Cruz de La Palma,5222,,,,,1,0
153547,San Sebastián de La Gomera,5222,,,,,1,0
153548,Valverde,5222,,,,,1,0
153549,Adjuntas,5134,,,,,1,0
153550,Aguada,5135,,,,,1,0
153551,Aguadilla,5136,,,,,1,0
153552,Aguas Buenas,5137,,,,,1,0
153553,Aibonito,5138,,,,,1,0
153554,Añasco,5139,,,,,1,0
153555,Arecibo,5140,,,,,1,0
153556,Arroyo,5141,,,,,1,0
153557,Barceloneta,5142,,,,,1,0
153558,Barranquitas,5143,,,,,1,0
153559,Bayamón,5144,,,,,1,0
153560,Cabo Rojo,5145,,,,,1,0
153561,Caguas,5146,,,,,1,0
153562,Camuy,5147,,,,,1,0
153563,Canóvanas,5148,,,,,1,0
153564,Carolina,5149,,,,,1,0
153565,Cataño,5150,,,,,1,0
153566,Cayey,5151,,,,,1,0
153567,Ceiba,5152,,,,,1,0
153568,Ciales,5153,,,,,1,0
153569,Cidra,5154,,,,,1,0
153570,Coamo,5155,,,,,1,0
153571,Comerío,5156,,,,,1,0
153572,Corozal,5157,,,,,1,0
153573,Culebra,5158,,,,,1,0
153574,Dorado,5159,,,,,1,0
153575,Fajardo,5160,,,,,1,0
153576,Florida,5161,,,,,1,0
153577,Guánica,5162,,,,,1,0
153578,Guayama,5163,,,,,1,0
153579,Guayanilla,5164,,,,,1,0
153580,Guaynabo,5165,,,,,1,0
153581,Gurabo,5166,,,,,1,0
153582,Hatillo,5167,,,,,1,0
153583,Hormigueros,5168,,,,,1,0
153584,Humacao,5169,,,,,1,0
153585,Isabela,5170,,,,,1,0
153586,Jayuya,5171,,,,,1,0
153587,Juana Díaz,5172,,,,,1,0
153588,Juncos,5173,,,,,1,0
153589,Lajas,5174,,,,,1,0
153590,Lares,5175,,,,,1,0
153591,Las Marías,5176,,,,,1,0
153592,Las Piedras,5177,,,,,1,0
153593,Loíza,5178,,,,,1,0
153594,Luquillo,5179,,,,,1,0
153595,Manatí,5180,,,,,1,0
153596,Maricao,5181,,,,,1,0
153597,Maunabo,5182,,,,,1,0
153598,Mayagüez,5183,,,,,1,0
153599,Moca,5184,,,,,1,0
153600,Morovis,5185,,,,,1,0
153601,Naguabo,5186,,,,,1,0
153602,Naranjito,5187,,,,,1,0
153603,Orocovis,5188,,,,,1,0
153604,Patillas,5189,,,,,1,0
153605,Peñuelas,5190,,,,,1,0
153606,Ponce,5191,,,,,1,0
153607,Quebradillas,5192,,,,,1,0
153608,Rincón,5193,,,,,1,0
153609,Río Grande,5194,,,,,1,0
153610,Sabana Grande,5195,,,,,1,0
153611,Salinas,5196,,,,,1,0
153612,San Germán,5197,,,,,1,0
153613,San Juan,5198,,,,,1,0
153614,San Lorenzo,5199,,,,,1,0
153615,San Sebastián,5200,,,,,1,0
153616,Santa Isabel,5201,,,,,1,0
153617,Toa Alta,5202,,,,,1,0
